微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzWAuogjx,1600355191,芷玙_某天MT,weibo.cn/1600355191/IzWAuogjx,True,等公交证明我今天不适合出门，想买把雨伞，想去最近的miniso随便买把雨伞，公交一直等不到，一看凯德在西直门，正好有miniso，正好有南京大牌档，又可以买伞又可以买烤鸭包，去坐地铁吧，我刚走了一段路，公交来了，上面显示还要等20分钟  ,/,/,无,2020-03-23 15:49,2020/03/23 15:50:30,地铁,微博国际版,0,0,0
IzWAtuULp,5134574158,岳阳消防,weibo.cn/5134574158/IzWAtuULp,True,#武汉地铁已做好恢复运营准备#【安全乘坐地铁必知】在地铁安全中，消防安全是重中之重！出行必备，防患未然，万万不可忽视哦！秒拍视频   ,/,/,无,2020-03-23 15:49,2020/03/23 15:50:30,地铁,Android,0,0,0
IzWAPnmwg,2983875047,李诗是猪_l,weibo.cn/2983875047/IzWAPnmwg,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,然而我还不能出小区  ,人民日报,无,2020-03-23 15:50,2020/03/23 15:51:06,地铁,全屏双摄 OPPO A5,0,0,0
IzWAOcQ6y,1826884977,汉堡薯片与辣条,weibo.cn/1826884977/IzWAOcQ6y,False,#王嘉尔做你们的将军# 💯#王嘉尔100WAYS# ◤🏆甜虾播报🦐网易云人气榜周榜冠军🏆◢恭喜我们的嘎宝贝，@王嘉尔 新歌《100WAYS》发布仅两天半🤓，拿下网易云音乐人气榜周榜冠军🏆🥳🥳🤩🤩🥳🥳内网群http://t.cn/A6zJNeca外网群http://t.cn/E99bJVt 教程👉http://t.cn/A6zQQiUN（嘎嘎宝贝的生日🎂云送礼大赛🔥火热进行中走过路过 不要错过‼️马上参加👉http://t.cn/A6zcwAIA————————————————————🐷【新专piggybank】http://t.cn/AisGMdNE【宝贝生日🍊】http://t.cn/Aisft5Mf🙌【3月个人数据】http://t.cn/A67I4fDE王嘉尔@王嘉尔 @TeamWang嘉尔工作室 wje wjr 原图 ,#100ways# 🐮 🍺 两天半的周榜🥇 早上数据出bug的时候我差点在地铁气的哭出来 哈哈哈哈哈哈哈哈哈洗流鼻子还害怕被举报哈哈哈哈哈哈哈哈王嘉尔🔥 🔥 🔥  ,为王嘉尔打天下应援博,无,2020-03-23 15:50,2020/03/23 15:51:06,地铁,HUAWEI P20,0,0,0
IzWAK4wJr,1850926124,基文_,weibo.cn/1850926124/IzWAK4wJr,False,NYC vibes. 🕺 FuckYep的微博视频  ,广州地铁现状？//@鞋吧Sneakersbar:真让我在地铁里撞见，可能我直接换车厢了//@thevvvn: //@秘制五花肉: 轉發微博  ,FuckYep,无,2020-03-23 15:50,2020/03/23 15:51:06,地铁,Share微博客户端,0,0,0
IzWAJ9FGX,5081400849,喜剧观众,weibo.cn/5081400849/IzWAJ9FGX,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",//@刘海龙:看到一段评论：“武汉人在武汉的时候，你喊武汉人加油，武汉人在你面前的时候，你让他滚。护士在武汉的时候，你说她是白衣天使，白衣天使回自己家了，你扔垃圾报警阻止她进入小区。”善待身边的更难，可惜我们从来不把口号和自己的言行联系起来考虑。比利时的这些普通乘客的反应值得我们反思  ,云登_十尼贝格,无,2020-03-23 15:50,2020/03/23 15:51:06,地铁,小米Note 3 拍人更美,0,0,0
IzWAIwB6d,1902529313,卢沟桥下玉搔头,weibo.cn/1902529313/IzWAIwB6d,False,#冈本信彦[超话]# 「ハレスタの春スタ」冈本信彦谢罪全程 欧洲魔法提款机的微博视频  ,怎么那么爱应援呢，什么都能应援一下//@勤奋的貘兽: 地铁老人看手机，刚开始鼓掌那里就感觉到作呕//@PAPPY部长://@MAUKAZE:  ,欧洲魔法提款机,无,2020-03-23 15:50,2020/03/23 15:51:06,地铁,微博 weibo.com,0,0,0
IzWAH8egp,5661242807,安阳新闻,weibo.cn/5661242807/IzWAH8egp,True,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,/,/,无,2020-03-23 15:50,2020/03/23 15:51:06,地铁,iPhone客户端,0,0,0
IzWB7FkGJ,5469748753,奶茶成精的million,weibo.cn/5469748753/IzWB7FkGJ,False,《地铁·老头·手机》第二十弹，一些你看不懂的人间百态！#地铁老头手机# #花样宅家挑战#  王尼玛的微博视频  ,转发微博  ,王尼玛,无,2020-03-23 15:50,2020/03/23 15:51:39,地铁,荣耀Note10 大屏旗舰,0,0,0
IzWB7733X,1107440504,淘宝最大蜜蜡店,weibo.cn/1107440504/IzWB7733X,True,重庆杨家坪地铁站，属于重庆重要商圈之一，二号线全程观光线路，可以到达 重庆·杨家坪  显示地图 [组图共6张] 原图 ,/,/,无,2020-03-23 15:50,2020/03/23 15:51:39,地铁,AI实力派 vivo Z1,0,0,0
IzWB25Vdl,3615123597,Pika皮卡丘你在哪,weibo.cn/3615123597/IzWB25Vdl,True,#武汉地铁已做好恢复运营准备#一切都在慢慢变好！加油！胜利就要来啦  ,/,/,无,2020-03-23 15:50,2020/03/23 15:51:39,地铁,地库里的红薯后援会超话,0,0,0
IzWAZpJgO,5536340766,顺昌检察,weibo.cn/5536340766/IzWAZpJgO,False,【武汉地铁停运工作人员坚守岗位：随时做好恢复运营准备】#武汉地铁已做好恢复运营准备#疫情期间，武汉地铁停运。工作人员仍坚守在各个岗位，全方位精细保障各类设施设备，为武汉轨道交通恢复运营时刻准备着。武汉地铁制定了防疫期间生产保障方案，确保巡视、检修、维护、保养、消杀等各项工作有序开展。http://t.cn/A6zeE2HY http://t.cn/A6zDZHbp ,  ,重庆巴南法院,无,2020-03-23 15:50,2020/03/23 15:51:39,地铁,搜狗高速浏览器,0,0,0
IzWAXmZuw,3225161984,我想吃糖_sei给我,weibo.cn/3225161984/IzWAXmZuw,True,#开学时间#什么时候？我的自学生涯快结束了吗？（虽然并没有学到什么）图：老爷爷地铁看手机（bushi）  原图 ,/,/,无,2020-03-23 15:50,2020/03/23 15:51:39,地铁,星星范塔西Android,0,0,0
IzWBjbPqa,3885525122,冬日脱叶的树枝,weibo.cn/3885525122/IzWBjbPqa,True,前几年贴吧还没有没落的时候微博上有个贴吧君，爆出过好多sq贴吧！什么恋童啊，冰恋啊，恋尸啊，偷拍女生裙底，在地铁公交车上偷拍女生并且把jy抹在女孩衣服上的，还爆出贩／毒的贴吧，这位博主当时还被人威胁找上门！只是皮下现在换了好几个人了，彻底成了yxh了！  ,/,/,无,2020-03-23 15:51,2020/03/23 15:52:12,地铁,无,0,0,0
IzWBikwLP,5594312872,南京租房专用小马甲,weibo.cn/5594312872/IzWBikwLP,True,南京1号线地铁  租房江宁大学城 两房整租 复式3200💰 拎包入住 首次出租 电梯房 地铁口小区龙湖新壹城#南京应届毕业生##租房##南京租房小分队[超话]##南京租房[超话]##南京招聘[超话]# 南京·南京交院站  显示地图 [组图共9张] 原图 ,/,/,#南京招聘[超话]#,2020-03-23 15:51,2020/03/23 15:52:12,地铁,iPhone 11,0,0,0
IzWBfmI0N,6268548457,山西永和反邪教,weibo.cn/6268548457/IzWBfmI0N,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D （楚天都市报） ,转发微博  ,中国反邪教,无,2020-03-23 15:51,2020/03/23 15:52:12,地铁,HUAWEI nova 3,0,0,0
IzWBxp9z1,3225365642,成都交通运输,weibo.cn/3225365642/IzWBxp9z1,False,#交通战役24小时# 这一个多月，是我们与全国一起，排除万难，抗击疫情，复工复产，然而越是这种时候，成都轨道建设者的坚韧和决心也越发凸显。今天，我们为大家带来一个小纪录片，希望摘下口罩的那天早点到来。@成都地铁建设  成都地铁建设的微博视频  ,#交通战役24小时# 这一个多月，@成都地铁 建设者们与全国一起，排除万难，抗击疫情，复工复产！  ,成都地铁,无,2020-03-23 15:51,2020/03/23 15:52:45,地铁,360安全浏览器,0,0,0
IzWBsFAnK,5117271486,伊春市友好区法院,weibo.cn/5117271486/IzWBsFAnK,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@伊春中院: 【#武汉地铁已做好恢复运营准备#】  ,香港文匯網,无,2020-03-23 15:51,2020/03/23 15:52:45,地铁,360安全浏览器,0,0,0
IzWBrtxpf,5367768517,一瞬间video,weibo.cn/5367768517/IzWBrtxpf,True,武汉地铁已做好恢复运营准备！直击车站消杀现场 一瞬间video的微博视频  ,/,/,无,2020-03-23 15:51,2020/03/23 15:52:45,地铁,iPhone XR,0,0,0
IzWBK7EbK,2097450981,津门巴士,weibo.cn/2097450981/IzWBK7EbK,True,复工复产之后，公交地铁客流逐步恢复，连接新城镇与塘沽的112路，在高峰时刻车内乘客已接近九成，9米长的车厢里塞满了乘客，仅剩下前后门的踏步处还有空闲。（图 @ZK6120CHEVPG52 ）  原图 ,/,/,无,2020-03-23 15:52,2020/03/23 15:53:21,地铁,无,0,0,1
IzWBI3d1f,5015375692,是阿Lynn呀,weibo.cn/5015375692/IzWBI3d1f,False,爱国真的没什么好笑的，现状有不足之处我们可以提可以骂，但这么大的一个国家，如果失去凝聚力，必然四分五裂，后果就是我们每一个普通人面临流离失所家破人亡的明天。  ,所以最近每天看评论都觉得微博的言论环境地铁老人看手机.jpg  ,famfamfam,无,2020-03-23 15:52,2020/03/23 15:53:21,地铁,iPhone XR,0,0,0
IzWBEc0lX,3291994252,乐之文乐,weibo.cn/3291994252/IzWBEc0lX,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",转发微博  ,云登_十尼贝格,无,2020-03-23 15:52,2020/03/23 15:53:21,地铁,小米8周年旗舰手机,0,0,0
IzWBBwVaj,5310039613,成都事儿君,weibo.cn/5310039613/IzWBBwVaj,True,成都地铁5号线上，一男子利用扶手“表演”吊环空翻的动作……这什么神体操操作？#成都爆料# 视频来自:成都网警巡查执法的微博视频 成都  显示地图 ,/,/,无,2020-03-23 15:52,2020/03/23 15:53:21,地铁,iPhone客户端,0,0,1
IzWC1g33m,5654674743,君若橙,weibo.cn/5654674743/IzWC1g33m,True,#深圳租房[超话]#五和地铁站附近品牌公寓1680 君若橙的微博视频  ,/,/,无,2020-03-23 15:52,2020/03/23 15:53:56,地铁,深圳租房超话,0,0,0
IzWBQA6si,5706307514,METWO工作室创始人短发,weibo.cn/5706307514/IzWBQA6si,True,：🙋🏽在广州地铁 街上 人多的地方全是服装人的身影 在这个特殊时期 其实我们真心挺不容易的。  原图 ,/,/,无,2020-03-23 15:52,2020/03/23 15:53:56,地铁,小米9 SE,0,0,0
IzWCgjlnw,5240738787,梧桐_长生,weibo.cn/5240738787/IzWCgjlnw,True,我去搜了一下，330家cgv（星聚汇）是影院刷脸啊；4周地铁大屏，刷脸一个月啊；dy开屏100万以上，跟微博开屏一个价位  [组图共2张] 原图 ,/,/,无,2020-03-23 15:53,2020/03/23 15:54:28,地铁,柔光自拍vivo X7Plus,0,0,0
IzWCaqiqv,5403805624,小熊要瘦了,weibo.cn/5403805624/IzWCaqiqv,True,坐个地铁不容易 小熊要瘦了的微博视频  ,/,/,无,2020-03-23 15:53,2020/03/23 15:54:28,地铁,iPhone 11,0,0,0
IzWCa8Di0,3488874287,宁海检察,weibo.cn/3488874287/IzWCa8Di0,True,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,/,/,无,2020-03-23 15:53,2020/03/23 15:54:28,地铁,专业版微博,0,0,0
IzWC8DvzZ,5470132820,know609,weibo.cn/5470132820/IzWC8DvzZ,True,【乐游天府】搭乘地铁 到双流黄水乡村追逐春天的脚步 【乐游天府】搭乘地铁 到双流黄水乡村追逐春天的脚步  原图 ,/,/,无,2020-03-23 15:53,2020/03/23 15:54:28,地铁,学习强国客户端,0,0,0
IzWC4aVd3,1372129103,新式弄堂,weibo.cn/1372129103/IzWC4aVd3,True,中午出门做地铁体验一下，去13号线换一号线共康路，回来故意逗远路一号线到万体馆换四号线，多了五站路，是想看看各个站情况，恢复正常，地铁里全部戴口罩，外地人继续正在源源不断进入上海，地铁每个车厢虽然有很多很多扫码让大家扫码，换车厢换乘都要扫码，之前也是担心这个麻烦所以一直不敢坐地铁出门，今天试试看而已，没人管靠自觉扫码，基本上没人扫码！当然我也不！我以为高峰期间人们更不会扫码！ ,/,/,无,2020-03-23 15:53,2020/03/23 15:54:28,地铁,搜狗高速浏览器,0,0,0
IzWCvmH9P,5711606208,半胧橘灯,weibo.cn/5711606208/IzWCvmH9P,False,在点开之前你不会想到它有多好笑 Lotte-F的微博视频  ,这啥呀地铁、老人、手机  ,Lotte-F,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,iPhone客户端,0,0,0
IzWCutgQf,5972458555,房东的猫林子,weibo.cn/5972458555/IzWCutgQf,True,#长沙租房[超话]# 又来求租房了，现在求租个四室的，然后离地铁站近点的，不要太偏的，有房源的可以来联系我噢[喵喵]谢谢大家了！！！  ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,长沙租房超话,0,0,0
IzWCqDban,1300855453,Haupt-bahn-hof,weibo.cn/1300855453/IzWCqDban,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@七荤八素过日脚: 同事说她们小区已经有湖北人过来，没有在家隔离，还让自己的小孩帮其他人的小孩玩在一起…上海大人当心眼，覅让小囡搿坏道⚠️  ,人民日报,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,微博 weibo.com,0,0,0
IzWCp9bZw,6839209526,旅行沙龙,weibo.cn/6839209526/IzWCp9bZw,True,#武汉地铁已做好恢复运营准备#这个消息太突然。希望要做好准备，不要为了政策就不顾实际，按照自己的情况，晚几天也没问题，要保证不聚集。  ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,无,0,0,0
IzWCoyEZF,5955086211,成都地铁建设,weibo.cn/5955086211/IzWCoyEZF,True,建设者在一线忙碌的日常~@成都地铁  原图 ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,360安全浏览器,0,0,0
IzWCinJya,3076970463,我就是那个阿萌呀,weibo.cn/3076970463/IzWCinJya,True,#两个沙雕的日常# 跟耀仔一起做什么都很开心……两个人在河边散步，顺道去了超市，买了面包，寿司，奶茶，结果把坐地铁的钱给花完了，只能再走回去，累的到家就沙发瘫了最近心情一直很丧，幸好有你在今晚回去做个蛋糕给你吃吧～绝对不是我想吃哦  [组图共3张] 原图 ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,iPhone客户端,0,0,0
IzWCildBa,3765127173,人民网北京频道,weibo.cn/3765127173/IzWCildBa,True,【北京地铁降低列车满载率 八通线昌平线高峰期缩短发车间隔】近期北京地铁客流量持续上升。3月22日，北京地铁公司介绍，为更好地应对客流增长，降低列车拥挤情况，提高乘客乘车舒适度和安全性，北京地铁公司根据目前疫情防控形势和复工复产客流增长情况，制定出超常超强应对措施。3月24日（周二）昌平线、八通线2条线路将先行使用超常超强列车运行图。详细：http://t.cn/A6zDK75W ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:05,地铁,微博 weibo.com,0,0,0
IzWCK8xcb,2715024541,经常睡不着的暴躁西瓜,weibo.cn/2715024541/IzWCK8xcb,True,#广州每天新增入境隔离上千人#广州也太太太太太心大了吧我真的不敢去去了也不敢坐地铁 连门口都不敢出  ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:36,地铁,🍉的iPhone 8 Plus,0,0,0
IzWCEvGw8,3265126993,swimmingpool_13,weibo.cn/3265126993/IzWCEvGw8,True,看到有人说房价要跌了鹅鹅鹅鹅正好顺了我妈的心意再换个房…前两天做梦梦到自己回家发现开不了门，我妈说已经搬家了，搬到哪里了，搬到地铁上了，把我从梦里震撼醒了  ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:36,地铁,iPhone客户端,0,0,0
IzWCDFGim,1869124960,南宁铁路,weibo.cn/1869124960/IzWCDFGim,True,#交通战疫24小时# #疫情防控交通动态# 【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:36,地铁,微博 weibo.com,0,0,0
IzWCD6gq4,6102513618,Twwwzzzz,weibo.cn/6102513618/IzWCD6gq4,False,NYC vibes. 🕺 FuckYep的微博视频  ,太会玩了//@鞋吧Sneakersbar:真让我在地铁里撞见，可能我直接换车厢了//@thevvvn: //@秘制五花肉: 轉發微博  ,FuckYep,无,2020-03-23 15:54,2020/03/23 15:55:36,地铁,iPhone 11,0,0,0
IzWCCr8G1,2255706173,红绿灯-官方微言,weibo.cn/2255706173/IzWCCr8G1,True,【河北跨省黑车被查 司机乘客一起说谎仍被识破】最近，北京交通执法总队在惠新西街南口地铁站，查处了一辆跨省载客黑车。这辆黑车挂着河北牌照，车里拉着三名乘客。被民警拦下后，司机和乘客都嘴硬表示，彼此本来就认识，可几人的说法根本对不上！最终，司机承认：每名乘客收了200元。执法人员提示广大市民，跨省运营黑车空间密闭，行驶时间长，特别不安全。如果遇到问题，可拨打交通运输服务监督热线12328进行投诉举报。http://t.cn/A6zDKy3d ,/,/,无,2020-03-23 15:54,2020/03/23 15:55:36,地铁,专业版微博,0,0,0
IzWCYE9d1,1724591542,好奇儿童,weibo.cn/1724591542/IzWCYE9d1,True,纽约市的冠状病毒阳性病例占美国总病例的三分之一，约占全球总病例的5％。http://t.cn/A6zDKcox说说纽约市留给我的记忆：一个再平常的不过的工作日下午，位于曼哈顿的一家whole food market内，喜欢的三明治一个都没有，只有甜腻的面包糕点，好不容易挑了几个长得还可以的桃子去结账，四个收银台全都排起了长队。群租房的压抑，为停车提心吊胆都是家常便饭，公共交通呢？臊臭的地铁和不守规则的人。为什么欧美影视作品里的NYC总是一幅令人向往的模样？还记得吗，这些新大陆的发现者们把宜居的岛叫Iceland，把不宜居的那个命名为Greenland. ,/,/,无,2020-03-23 15:55,2020/03/23 15:56:11,地铁,微博 weibo.com,0,0,0
IzWCVowJv,7086871666,情感站,weibo.cn/7086871666/IzWCVowJv,True,网友：地铁上拍到的，现在的女孩子都好主动哦。你遇到过吗？  原图 ,/,/,无,2020-03-23 15:55,2020/03/23 15:56:11,地铁,几滴云,0,0,0
IzWCTiFJz,1502572421,巴士之友,weibo.cn/1502572421/IzWCTiFJz,True,从#天津# 市公交集团获悉，为应对企业复工等早晚客流增长，即日起市公交集团将开通7条区间线路。区间线路的运行时间为工作日，即每周一至周五。以732路区间为例，工作日6：00、7：00、16：30从双青新家园发车，行至瑞景新苑地铁站后所有乘客下车，车辆在前方路口调头返回。区间车辆车前有明显标识，乘客乘车时请注意区别。具体线路信息如下：732路区间，双青新家园西至瑞景新苑地铁站，发车时间为6：00、7：00、16：30；628路区间，水木天成至陞安大街，发车时间为7：10、17：10；846路区间，浯水道至金星里，发车时间为7：00、16：20；631路区间，水木天成至长江道站，发车时间为6：35、16：55；观3区间，程盛道至富民路，发车时间为7：00、16：10；622路区间，水木天成至天津八中，发车时间为7：30、9：30、16：45；910路区间，新能源基地至张兴庄地铁站，发车时间为6：30、16：30。您可拨打公交客服电话96196或使用微信小程序“码上易行”查询相关资讯。 ,/,/,无,2020-03-23 15:55,2020/03/23 15:56:11,地铁,360安全浏览器,0,0,0
IzWCN8SRo,5566004132,wang倩ing,weibo.cn/5566004132/IzWCN8SRo,True,#西安租房[超话]##西安租房[超话]#延兴门，咸宁路双地铁，信号厂家属院两室一厅合租，需要的联系。      西安  显示地图 ,/,/,#西安租房[超话]#,2020-03-23 15:55,2020/03/23 15:56:11,地铁,HUAWEI P30,0,0,0
IzWCMfsTl,2417793435,北京交通运输职业学院,weibo.cn/2417793435/IzWCMfsTl,True,#北京地铁超常超强措施降低满载率# 为进一步做好疫情防控期间地铁运营保障工作，更好地应对客流增长，降低列车拥挤情况，提高乘客乘车舒适度和安全性，明日昌平线、八通线2条线路将先行使用超常超强列车运行图。八通线最小行车间隔缩至1分58秒。八通线早高峰运行方式如图所示：（素材来源：北京地铁）  原图 ,/,/,无,2020-03-23 15:55,2020/03/23 15:56:11,地铁,微博 weibo.com,0,0,0
IzWDejbte,5030858591,敏博Laura,weibo.cn/5030858591/IzWDejbte,True,从地铁出来的那一瞬间：好像凤凰涅槃一般  ,/,/,无,2020-03-23 15:55,2020/03/23 15:56:48,地铁,iPhone客户端,0,0,0
IzWDbiYgk,1651030137,nikki1234,weibo.cn/1651030137/IzWDbiYgk,True,之前疫情想到坐地铁 还买了摩托车头盔 一次没用 我想便宜处理掉它 这可怎么办  ,/,/,无,2020-03-23 15:55,2020/03/23 15:56:48,地铁,iPhone客户端,0,0,0
IzWD9ylhX,3822902932,北京市社会公信建设促进会,weibo.cn/3822902932/IzWD9ylhX,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,转发微博  ,环球时报,无,2020-03-23 15:55,2020/03/23 15:56:48,地铁,微博 weibo.com,0,0,0
IzWD6BNM0,1768656967,張澤晗,weibo.cn/1768656967/IzWD6BNM0,True,#武汉地铁已做好恢复运营准备##快递3月将恢复至疫情前水平##武汉快递什么时候恢复# 这疫情整的，别人真以为武汉是省了… 武汉  显示地图 [组图共2张] 原图 ,/,/,#武汉快递什么时候恢复#,2020-03-23 15:55,2020/03/23 15:56:48,地铁,iPhone客户端,0,0,0
IzWD0pwaN,3023991287,小哇的地场卫,weibo.cn/3023991287/IzWD0pwaN,False,【#周一早高峰北京已严重拥堵#】随着复工企业的增多，北京的早高峰交通再次面临拥堵考验。截至今早8点45分，北京交通指数已达到8.0，属于严重拥堵级别。目前北京工作日尾号限行措施暂未恢复，早晚高峰车流量逐步回升。http://t.cn/A6zeKR8E  [组图共3张] 原图 ,明天就要坐地铁去上班 不知道说啥好了 啥也不敢说  ,新京报,无,2020-03-23 15:55,2020/03/23 15:56:48,地铁,iPhone客户端,0,0,0
IzWDolx97,2377227275,薄荷v夜光,weibo.cn/2377227275/IzWDolx97,False,地铁失去控制，乘客们都撕下面具，这一刻人性的丑陋一览无余！#热门电影大推荐# #三分钟看电影#  精品日报社的微博视频  ,转发微博  ,精品日报社,无,2020-03-23 15:56,2020/03/23 15:57:19,地铁,前置双摄vivo X9,0,0,0
IzWDglaOF,5604885864,啾啾奶酪·,weibo.cn/5604885864/IzWDglaOF,True,#荷兰销毁百万束鲜花#挺可惜的，但是疫情期间，也没办法#武汉地铁已做好恢复运营准备#春天来了，樱花开了，武汉的热闹回来了  ,/,/,无,2020-03-23 15:56,2020/03/23 15:57:19,地铁,徐宁老婆的Android,0,0,0
IzWDxuwRc,6914477108,好个玉米,weibo.cn/6914477108/IzWDxuwRc,False,有人给塞尔维亚总统武契奇开通了超话，还给总统发私信，这合适吗  [组图共6张] 原图 ,啊？//@__thefootprintcoalition:地铁老人把手机给撅了//@潜潜潜潜娘:？我时常怀疑义务教育是否真正普及//@白桃木糖醇: 不了吧//@话痨小红龙:？真tm有病//@大董烤鸭涵涵蹲完大锤蹲:从首页那天出现了总统磨皮美图之后我就知道事情不简单  ,八组兔区爆料,无,2020-03-23 15:56,2020/03/23 15:57:57,地铁,iPhone客户端,0,0,0
IzWDxuftA,3295519711,一个坚定的小泷包,weibo.cn/3295519711/IzWDxuftA,True,#国家电网决心退出房地产业务#都比较正常，很多都搞了房地产副业。比如深圳地铁广州地铁公司，会提前布局地铁口地块，买地建房，到时候溢价出售。公共交通不赚钱，靠房地产才赚钱。  ,/,/,无,2020-03-23 15:56,2020/03/23 15:57:57,地铁,小米8 SE,0,0,0
IzWDwitzs,5789022349,你是不是有点皮啊,weibo.cn/5789022349/IzWDwitzs,True,承包地铁🚇 长沙·长沙国际会展中心  显示地图 原图 ,/,/,无,2020-03-23 15:56,2020/03/23 15:57:57,地铁,iPhone客户端,0,0,0
IzWDvp6QG,2047299300,魏氏思语,weibo.cn/2047299300/IzWDvp6QG,True,《广州一女子境外返回确诊新冠肺炎，曾坐地铁、遛狗、去快餐店》“广州‘女毒王’境外返回确诊，坐遍14条地铁。”据了解，广州之前通报了一例新冠肺炎境外输入病例。http://t.cn/A6zDKo4e  原图 ,/,/,无,2020-03-23 15:56,2020/03/23 15:57:57,地铁,百度App,0,0,0
IzWDtmJJF,3149019832,甘肃甘南消防,weibo.cn/3149019832/IzWDtmJJF,False,#武汉地铁已做好恢复运营准备# 【这份地铁出行安全秘籍，请收好啦~】 地铁客流量大，人员集中，一旦发生事故，如何自救逃生至关重要。一起来看下地铁安全须知科普小视频 。 陕西消防的微博视频   ,转发微博  ,成都消防,无,2020-03-23 15:56,2020/03/23 15:57:57,地铁,HUAWEI Mate 10 Pro,0,0,0
